#{"t_start": 1764136921.485908, "env_id": "CityDrone-v0"}
r,l,t
-51.5,3,72.953386
-50.8,2,72.95578
-64.364414,28,72.984789
-123.806397,30,73.015337
-53.855996,35,73.05117
-52.446951,4,73.055632
-63.439172,12,73.068316
-51.368068,4,73.072765
-50.8,2,73.075167
-50.906644,4,73.079634
-50.8,2,73.082026
-65.442165,63,73.147002
-50.1,1,73.1484
-66.827407,58,73.208896
-65.614835,55,73.265244
-50.1,1,73.266652
-50.8,2,73.269106
-55.0,8,73.277455
-50.1,1,73.278947
-50.031495,25,73.304884
-55.972136,12,74.094281
-50.86262,4,74.098907
-52.928932,15,74.114913
-66.124562,32,74.149319
-50.977827,4,74.153923
-52.063068,6,74.16033
-60.666628,48,74.212823
-51.5,3,74.216251
-52.992061,5,74.221749
-55.755385,8,74.230289
-50.1,1,74.2317
-67.313296,89,74.323944
-65.076976,50,74.374911
-50.052154,30,74.406993
-50.1,1,74.40843
-55.798039,12,74.421056
-50.1,1,74.422452
-50.8,2,74.424831
-56.0314,18,74.443352
-65.77033,49,74.493051
-50.1,1,74.494459
-50.7,5,74.500087
-64.025018,59,74.560914
-50.8,2,74.563317
-58.375471,70,74.637484
-44.436392,43,74.68495
-51.4,6,74.691566
-52.242165,8,74.70025
-58.549629,24,74.725841
-76.760084,87,74.819191
-81.878639,120,75.971272
-52.546127,6,75.978007
-63.520007,54,76.034426
-51.610988,5,76.040279
-50.1,1,76.041698
-66.31779,84,76.129793
-65.030988,37,77.048061
-50.1,1,77.049532
-55.02134,62,77.11666
-50.1,1,77.118093
-70.147449,49,77.171965
-51.305551,8,77.18048
-61.654164,53,77.235846
-50.364294,5,77.241228
-50.743651,4,77.245635
-70.654824,108,77.360814
-83.424086,94,77.457564
-50.1,1,77.458988
-66.102551,35,77.496148
-52.809402,7,77.503651
-104.37774,110,77.615799
-69.679334,12,77.629008
-54.362258,9,77.638502
-48.895199,2,77.640915
-54.542221,56,77.701589
-50.1,1,77.70308
-52.5,3,77.707251
-49.895983,3,77.710669
-50.481738,4,77.715021
-64.464414,45,77.764837
-75.902298,106,77.876425
-50.1,1,77.877856
-52.032711,12,77.890256
-66.577024,33,77.924458
-67.537702,58,77.984474
-59.295855,26,78.011473
-62.759198,51,78.063411
-50.474097,35,78.100833
-47.540187,54,78.867466
-50.1,1,78.868903
-52.599017,10,78.879672
-52.5,3,78.883346
-67.404999,122,79.012924
-49.76337,3,79.016388
-50.8,2,79.018912
-104.762258,158,79.182951
-50.1,1,79.18437
-52.290537,4,79.188834
-50.1,1,79.190234
-51.1,4,79.194655
-122.982071,175,79.374786
-69.25681,85,79.465594
-50.1,1,79.46708
-50.1,1,79.468474
-49.936068,5,79.473834
-53.074771,8,79.482467
-50.1,1,79.483843
-50.1,1,79.485231
-51.592061,3,79.488697
-48.112654,27,79.516356
-55.4,6,79.522839
-50.1,1,79.524231
-50.236068,10,79.534645
-154.59902,206,80.718591
-96.405171,47,80.769525
-50.1,1,80.770978
-50.1,1,80.772391
-53.354314,7,80.779809
-56.866188,43,80.827418
-54.840922,46,81.511462
-50.058053,3,81.514908
-60.617219,31,81.548474
-69.358235,80,81.631458
-49.551837,2,81.633899
-142.686292,195,81.840053
-154.84122,202,82.049341
-50.628392,6,82.056798
-50.1,1,82.058261
-57.56562,44,82.104679
-92.788033,173,82.285199
-48.959052,8,82.293728
-50.1,1,82.295139
-56.190416,15,82.311261
-50.1,1,82.312647
-63.528753,89,82.406202
-62.574248,73,82.481635
-49.864026,7,82.488988
-58.664414,24,82.513926
-50.1,1,82.515335
-72.033931,135,83.362846
-73.726997,104,83.472014
-54.003124,6,83.478401
-50.1,1,83.479805
-50.1,1,83.481195
-49.716222,3,83.484595
-62.441657,21,83.506182
-66.187038,45,83.552977
-50.8,2,83.555376
-51.476608,20,83.576297
-50.369638,4,83.580686
-60.954367,80,83.665023
-61.013422,43,83.708817
-60.672326,65,83.777562
-145.584821,201,83.98822
-50.1,1,83.989655
-82.242996,52,84.042781
-134.808204,134,85.122406
-71.926009,105,86.103544
-71.554213,67,86.174476
-143.936068,202,86.381299
-75.69902,157,86.541239
-50.1,1,86.542667
-74.732051,118,86.663813
-53.442766,57,86.723869
-65.112003,82,86.818416
-50.1,1,86.820505
-50.8,2,86.823521
-155.812003,203,87.032061
-67.525441,44,87.077136
-50.885128,2,87.079556
-54.482799,65,87.793455
-51.155389,37,87.833421
-46.853224,20,87.855303
-50.1,1,87.856718
-88.068694,171,88.032754
-56.39296,90,88.126798
-63.85043,8,88.135368
-83.098369,187,88.368109
-56.436068,16,88.41059
-50.1,1,88.413133
-57.143126,41,88.467062
-67.887917,83,88.556396
-58.455728,73,88.67981
-63.91339,55,88.759179
-50.1,1,88.760648
-50.1,1,88.762054
-48.83346,6,88.768435
-50.1,1,88.769823
-50.1,1,88.771228
-55.16153,54,88.832576
-53.140866,25,89.858972
-52.230475,8,89.867412
-73.03574,101,89.998629
-50.8,2,90.001054
-51.259932,5,90.9062
-83.379495,115,91.029037
-51.533981,4,91.033594
-51.49536,5,91.039002
-83.000855,167,91.211907
-48.950166,37,91.252248
-234.636068,101,91.356011
-65.914609,115,91.476152
-66.936068,96,91.576865
-50.1,1,91.578329
-53.21175,12,91.590798
-50.1,1,91.592313
-48.309524,42,91.637158
-72.517852,75,91.714215
-52.606644,8,91.722752
-54.014609,68,91.80599
-64.807876,61,91.878191
-134.572353,198,92.985454
-65.58233,38,93.024371
-58.312506,77,93.104764
-62.049235,93,93.200762
-151.680465,200,93.4048
-77.193519,85,93.493243
-84.054074,144,93.643774
-50.1,1,93.645207
-50.1,1,93.646599
-76.723914,127,93.777901
-140.742172,89,94.814455
-80.413422,115,95.829224
-97.7,188,96.030871
-52.014437,5,96.036385
-178.722113,210,96.262485
-86.765871,121,96.391139
-76.147165,121,96.518238
-86.005879,165,96.688924
-50.1,1,96.6904
-63.564414,65,96.757374
-53.38909,59,97.695108
-87.71044,154,97.858368
-53.372136,5,97.86385
-81.562952,119,97.986599
-136.259693,206,98.19931
-214.476697,200,98.407505
-86.687877,94,98.505902
-116.228427,136,98.644655
-52.159424,53,99.662876
-73.063533,53,100.575249
-139.597675,200,100.792796
-64.024555,52,100.851778
-54.379102,34,100.887447
-105.221063,105,100.995127
-142.78114,194,101.199593
-158.995181,206,101.411895
-93.026384,163,101.578083
-153.387557,198,102.650595
-50.180882,36,102.688429
-51.686508,3,102.692711
-52.281746,5,102.698306
-103.406624,83,102.782428
-51.1,4,102.78685
-142.118274,202,102.994276
-59.973323,62,103.058876
-164.334012,210,103.275813
-83.359052,169,103.452045
-67.779515,84,105.373725
-72.86558,150,105.529635
-50.1,1,105.531091
-151.277354,205,105.751449
-80.533718,159,105.940799
-128.326673,196,106.143612
-100.733181,91,106.238681
-140.394597,198,107.252156
-163.878569,201,107.461387
-138.455898,195,107.662658
-124.433579,192,107.866549
-71.160615,121,107.994327
-138.584724,198,108.198302
-50.1,1,108.199763
-144.961033,197,110.17343
-50.1,1,110.174879
-142.597954,193,110.376026
-131.44949,196,110.581237
-50.1,1,110.582788
-50.1,1,110.584265
-87.223106,146,110.738713
-139.123085,194,110.944109
-84.407641,75,111.02076
-53.442641,7,111.028183
-143.70487,204,112.08913
-139.611689,194,112.290487
-93.441428,153,112.449182
-80.865151,69,112.521769
-51.376797,7,112.529437
-164.09902,198,112.738114
-91.470992,177,112.919763
-58.57824,67,113.851904
-50.1,1,113.853379
-50.1,1,113.854831
-57.088659,57,113.918201
-91.225655,160,115.031445
-75.492875,13,115.044998
-86.244632,161,115.21054
-52.639859,8,115.219066
-71.207333,118,115.341089
-167.412574,194,115.539133
-71.736068,119,115.664057
-50.1,1,115.665621
-50.1,1,115.667108
-72.21223,91,115.764103
-128.5495,194,116.851871
-84.769854,186,117.05478
-63.323106,48,117.10515
-88.395895,193,117.305712
-71.696694,111,117.424216
-146.421461,195,117.624128
-50.1,1,117.625611
-65.451451,111,117.742579
-63.32134,80,118.425015
-134.859771,193,119.604441
-75.357359,183,119.79471
-67.371573,68,119.864999
-49.878834,39,119.907559
-52.330952,40,119.949215
-133.739863,192,120.153849
-50.8,2,120.156293
-73.103774,108,120.266864
-84.2,153,121.099607
-50.923218,4,121.104461
-215.340187,142,121.255508
-61.47379,39,121.295349
-64.285165,46,121.343196
-129.748087,196,121.547985
-78.214214,108,121.659913
-141.724536,198,121.865041
-68.448374,124,121.997581
-86.220663,192,123.115716
