#{"t_start": 1764136535.040021, "env_id": "CityDrone-v0"}
r,l,t
-75.616625,19,32.586302
-52.614214,7,32.58973
-52.245175,4,32.591692
-50.1,1,32.592393
-247.671068,237,32.705914
-232.493034,246,32.859716
-61.3,25,32.86998
-50.8,2,32.871014
-59.813422,18,32.88005
-58.044415,9,32.884471
-54.2,7,32.88761
-57.7,12,32.893545
-50.8,2,32.896019
-50.878586,4,32.897899
-51.188897,9,32.901966
-244.596128,139,33.787546
-50.1,1,33.789702
-55.365373,7,33.792976
-51.84949,9,33.797012
-48.721505,2,33.798124
-77.236711,25,33.810301
-50.1,1,33.811172
-50.937722,4,33.813223
-51.738968,6,33.8159
-50.424968,4,33.818881
-50.1,1,33.819566
-50.8,2,33.820694
-50.1,1,33.821576
-52.9,5,33.825061
-66.763932,13,33.83092
-80.672136,53,33.853269
-50.1,1,33.853952
-50.1,1,33.856126
-50.1,1,33.857053
-92.054266,14,33.86325
-50.1,1,33.863953
-52.2,4,33.867091
-67.393346,28,33.879512
-50.1,1,33.880332
-51.036068,2,33.881454
-58.3,10,33.886932
-50.882763,2,33.888007
-49.127828,2,33.889415
-51.571068,3,33.890928
-53.2,7,33.895128
-223.006325,240,33.99716
-50.297411,4,33.999093
-50.1,1,33.999776
-55.188726,11,34.006388
-50.1,1,34.007128
-85.400354,34,34.021638
-58.770361,12,34.027161
-57.508527,10,34.032861
-50.460413,3,34.034459
-66.254074,7,34.038108
-51.011488,5,34.040811
-52.282763,4,34.044496
-53.292061,4,34.046498
-52.968068,14,34.05231
-50.1,1,34.053002
-62.135311,17,34.061749
-49.669349,3,34.063292
-51.1,1,34.063994
-60.036068,23,34.074294
-50.1,1,34.076374
-62.295913,21,34.0856
-49.886954,8,34.089293
-88.846211,33,34.103971
-50.1,1,34.105847
-50.1,1,34.106544
-50.1,1,34.107233
-56.685128,12,34.112541
