#{"t_start": 1764241408.700037, "env_id": "CityDrone-v0"}
r,l,t
1.997722,22,80.529642
-26.568953,10,80.540948
-90.241229,105,80.654653
-53.85,7,80.662345
-41.973195,4,80.666983
-36.638711,19,80.68739
-23.805698,8,80.696233
-50.05,1,80.697674
-44.15,3,80.701158
-12.980046,14,80.716006
-51.1,2,80.71846
-38.172997,26,80.745829
432.411289,78,80.82957
529.315528,6,80.836203
-72.947722,17,80.855015
-34.339859,8,80.863834
-34.80554,7,80.871463
-33.448752,10,80.882246
-52.65,3,80.885808
-56.480232,18,80.904866
-41.700709,5,80.910616
-17.870893,20,80.93206
-12.388374,28,80.983187
-27.022244,31,81.018917
-7.53437,10,81.031241
-31.053995,21,81.055167
-43.114553,6,81.061835
504.85,3,81.065978
18.709519,42,81.122968
-32.664697,4,81.128856
0.055513,20,81.160343
-237.296175,131,81.32581
-40.16789,4,81.333189
-183.141229,123,81.491419
-50.05,1,81.493351
563.1,38,81.53572
-26.32558,26,81.565425
1.527044,30,81.5983
-68.611388,16,81.616277
-131.760769,46,81.666996
-28.521068,9,81.67735
-30.698352,11,81.690632
-32.451419,9,81.702668
-51.6,2,81.705193
-39.836187,5,81.710802
-39.31966,30,81.742147
-50.05,1,81.743648
-50.05,1,81.74518
-26.375054,17,81.763294
-27.971569,26,81.79146
-264.671134,195,82.167522
-100.811568,43,82.229722
-4.627411,27,82.259022
-36.525054,50,83.538388
-23.204784,6,83.546542
-115.73034,51,83.608944
-25.809431,10,83.624697
-65.552424,19,83.656083
-14.19527,17,83.67671
-20.390774,14,83.692439
-2.86388,22,83.728067
-17.33188,12,83.741574
-30.068136,17,83.761217
-11.215481,22,83.785609
-28.705698,26,83.817445
-24.095059,65,83.887899
-103.552418,75,83.968978
535.511289,56,84.028358
-48.24586,21,84.0507
-285.983334,107,84.163154
-89.1,82,84.25064
-44.699378,9,84.260296
-31.586887,9,84.270033
-80.162957,88,84.366126
-33.847787,54,84.424006
-29.54102,10,84.434913
-13.663666,69,84.508503
-6.832865,43,84.554918
-57.467363,10,84.56599
-5.36039,270,84.895539
-50.05,1,84.897511
-36.304078,7,84.90674
-16.093185,12,84.930314
-34.613047,8,84.944226
-51.6,2,84.948594
-118.100831,57,85.015103
0.795061,24,85.042556
-92.070311,54,85.098949
